243
0.0071182	1.0000000	0.001
0.0078300	1.0000000	0.001
0.0085418	1.0000000	0.001
0.0092536	1.0000000	0.001
0.0099654	1.0000000	0.001
0.0106770	1.0000000	0.001
0.0113890	1.0000000	0.001
0.0121010	1.0000000	0.001
0.0128130	1.0000000	0.001
0.0135240	1.0000000	0.001
0.0142360	1.0000000	0.001
0.0149480	1.0000000	0.001
0.0156600	1.0000000	0.001
0.0163720	1.0000000	0.001
0.0170840	1.0000000	0.001
0.0177950	1.0000000	0.001
0.0185070	1.0000000	0.001
0.0192190	1.0000000	0.001
0.0199310	1.0000000	0.001
0.0206430	1.0000000	0.001
0.0213540	1.0000000	0.001
0.0220660	0.4950262	0.00049502623
0.0227780	0.2935656	0.00029356566
0.0234900	0.2059275	0.00020592754
0.0242020	0.1548469	0.0001548469
0.0249130	0.1213556	0.00012135562
0.0256250	0.0977773	9.7777341e-05
0.0263370	0.0804335	8.0433547e-05
0.0270490	0.0672475	6.7247586e-05
0.0277610	0.0569661	5.6966152e-05
0.0284730	0.0487865	4.8786558e-05
0.0291840	0.0421793	4.2179326e-05
0.0298960	0.0367527	3.6752706e-05
0.0306080	0.0322498	3.2249833e-05
0.0313200	0.028475057	2.8475057e-05
0.0320320	0.02528214	2.528214e-05
0.0327430	0.022563377	2.2563377e-05
0.0334550	0.020225289	2.0225289e-05
0.0341670	0.018204731	1.8204731e-05
0.0348790	0.016448411	1.6448411e-05
0.0355910	0.014913665	1.4913665e-05
0.0363020	0.013567784	1.3567784e-05
0.0370140	0.012378897	1.2378897e-05
0.0377260	0.011325911	1.1325911e-05
0.0384380	0.010389699	1.0389699e-05
0.0391500	0.0095543223	9.5543223e-06
0.0398620	0.0088064202	8.8064202e-06
0.0405730	0.0081356224	8.1356224e-06
0.0412850	0.0075305042	7.5305042e-06
0.0419970	0.0069839259	6.9839259e-06
0.0427090	0.0064889272	6.4889272e-06
0.0434210	0.0060395266	6.0395266e-06
0.0441320	0.0056311107	5.6311107e-06
0.0448440	0.0052580649	5.2580649e-06
0.0455560	0.0049171036	4.9171036e-06
0.0462680	0.004604836	4.604836e-06
0.0469800	0.0043182948	4.3182948e-06
0.0476910	0.0040552302	4.0552302e-06
0.0484030	0.0038126115	3.8126115e-06
0.0491150	0.0035887997	3.5887997e-06
0.0498270	0.0033820025	3.3820025e-06
0.0505390	0.0031906294	3.1906294e-06
0.0512500	0.0030135056	3.0135056e-06
0.0519620	0.0028488728	2.8488728e-06
0.0526740	0.0026958622	2.6958622e-06
0.0533860	0.0025534641	2.5534641e-06
0.0540980	0.0024207727	2.4207727e-06
0.0548090	0.0022971414	2.2971414e-06
0.0555210	0.0021814895	2.1814895e-06
0.0562330	0.0020733347	2.0733347e-06
0.0569450	0.0019720782	1.9720782e-06
0.0576570	0.001877178	1.877178e-06
0.0583680	0.0017882635	1.7882635e-06
0.0590800	0.0017046382	1.7046382e-06
0.0597920	0.0016260247	1.6260247e-06
0.0605040	0.0015520525	1.5520525e-06
0.0612160	0.0014823837	1.4823837e-06
0.0619270	0.0014167989	1.4167989e-06
0.0626390	0.0013548313	1.3548313e-06
0.0633510	0.0012963169	1.2963169e-06
0.0640630	0.0012410182	1.2410182e-06
0.0647750	0.001188717	1.188717e-06
0.0654860	0.0011392802	1.1392802e-06
0.0661980	0.0010923843	1.0923843e-06
0.0669100	0.0010479304	1.0479304e-06
0.0676220	0.0010057615	1.0057615e-06
0.0683330	0.00096578727	9.6578727e-07
0.0690450	0.00092776116	9.2776116e-07
0.0697570	0.0008916167	8.916167e-07
0.0704690	0.00085723883	8.5723883e-07
0.0711810	0.00082452084	8.2452084e-07
0.0718920	0.00079340639	7.9340639e-07
0.0726040	0.00076371604	7.6371604e-07
0.0733160	0.00073540905	7.3540905e-07
0.0740280	0.00070840576	7.0840576e-07
0.0747400	0.000682632	6.82632e-07
0.0754510	0.00065805238	6.5805238e-07
0.0761630	0.00063453329	6.3453329e-07
0.0768750	0.00061204984	6.1204984e-07
0.0775870	0.00059054572	5.9054572e-07
0.0782980	0.00056999654	5.6999654e-07
0.0790100	0.00055029525	5.5029525e-07
0.0797220	0.00053142522	5.3142522e-07
0.0804340	0.0005133432	5.133432e-07
0.0811460	0.0004960086	4.960086e-07
0.0818570	0.00047940619	4.7940619e-07
0.0825690	0.00046345356	4.6345356e-07
0.0832810	0.00044814092	4.4814092e-07
0.0839930	0.00043343666	4.3343666e-07
0.0847050	0.00041931104	4.1931104e-07
0.0854160	0.00040575473	4.0575473e-07
0.0861280	0.00039270326	3.9270326e-07
0.0868400	0.00038015119	3.8015119e-07
0.0875520	0.00036807506	3.6807506e-07
0.0882630	0.00035646875	3.5646875e-07
0.0889750	0.00034527872	3.4527872e-07
0.0896870	0.00033450184	3.3450184e-07
0.0903990	0.00032411946	3.2411946e-07
0.0911100	0.00031412769	3.1412769e-07
0.0918220	0.00030448174	3.0448174e-07
0.0925340	0.0002951801	2.951801e-07
0.0932460	0.00028620776	2.8620776e-07
0.0939580	0.00027755052	2.7755052e-07
0.0946690	0.00026920644	2.6920644e-07
0.0953810	0.00026113928	2.6113928e-07
0.0960930	0.00025334885	2.5334885e-07
0.0968050	0.00024582363	2.4582363e-07
0.0975160	0.00023856272	2.3856272e-07
0.0982280	0.0002315353	2.315353e-07
0.0989400	0.00022474187	2.2474187e-07
0.0996520	0.00021817302	2.1817302e-07
0.1003600	0.0002118549	2.118549e-07
0.1010800	0.00020563973	2.0563973e-07
0.1017900	0.00019971013	1.9971013e-07
0.1025000	0.00019397068	1.9397068e-07
0.1032100	0.00018841408	1.8841408e-07
0.1039200	0.00018303336	1.8303336e-07
0.1046300	0.00017782186	1.7782186e-07
0.1053500	0.00017270325	1.7270325e-07
0.1060600	0.00016781359	1.6781359e-07
0.1067700	0.00016307486	1.6307486e-07
0.1074800	0.00015848154	1.5848154e-07
0.1081900	0.00015402834	1.5402834e-07
0.1089000	0.0001497102	1.497102e-07
0.1096200	0.00014546421	1.4546421e-07
0.1103300	0.00014140364	1.4140364e-07
0.1110400	0.00013746418	1.3746418e-07
0.1117500	0.00013364159	1.3364159e-07
0.1124600	0.00012993182	1.2993182e-07
0.1131800	0.00012628101	1.2628101e-07
0.1138900	0.00012278681	1.2278681e-07
0.1153100	0.00011609968	1.1609968e-07
0.1167300	0.00010979211	1.0979211e-07
0.1181600	0.00010379861	1.0379861e-07
0.1195800	9.818006e-05	9.818006e-08
0.1210000	9.2872268e-05	9.2872268e-08
0.1224300	8.7821425e-05	8.7821425e-08
0.1238500	8.3080058e-05	8.3080058e-08
0.1252700	7.8595161e-05	7.8595161e-08
0.1267000	7.4322199e-05	7.4322199e-08
0.1281200	7.0306492e-05	7.0306492e-08
0.1295400	6.650399e-05	6.650399e-08
0.1309700	6.2877603e-05	6.2877603e-08
0.1323900	5.946643e-05	5.946643e-08
0.1338200	5.6211495e-05	5.6211495e-08
0.1352400	5.3148224e-05	5.3148224e-08
0.1366600	5.0243863e-05	5.0243863e-08
0.1380900	4.7470769e-05	4.7470769e-08
0.1395100	4.4859484e-05	4.4859484e-08
0.1409300	4.2382425e-05	4.2382425e-08
0.1423600	4.001629e-05	4.001629e-08
0.1437800	3.7787393e-05	3.7787393e-08
0.1452000	3.5672423e-05	3.5672423e-08
0.1466300	3.3651675e-05	3.3651675e-08
0.1480500	3.1747794e-05	3.1747794e-08
0.1494700	2.9941026e-05	2.9941026e-08
0.1509000	2.8214664e-05	2.8214664e-08
0.1523200	2.658817e-05	2.658817e-08
0.1537400	2.5044762e-05	2.5044762e-08
0.1551700	2.3570254e-05	2.3570254e-08
0.1565900	2.2181336e-05	2.2181336e-08
0.1580100	2.086373e-05	2.086373e-08
0.1594400	1.9605377e-05	1.9605377e-08
0.1608600	1.8420553e-05	1.8420553e-08
0.1622800	1.7297101e-05	1.7297101e-08
0.1637100	1.622476e-05	1.622476e-08
0.1651300	1.5215709e-05	1.5215709e-08
0.1665500	1.4259586e-05	1.4259586e-08
0.1679800	1.3347667e-05	1.3347667e-08
0.1694000	1.2490297e-05	1.2490297e-08
0.1708200	1.1678653e-05	1.1678653e-08
0.1743800	9.8308474e-06	9.8308474e-09
0.1779400	8.2259587e-06	8.2259587e-09
0.1815000	6.8364239e-06	6.8364239e-09
0.1850600	5.63783e-06	5.63783e-09
0.1886100	4.6111733e-06	4.6111733e-09
0.1921700	3.7314228e-06	3.7314228e-09
0.1957300	2.9844934e-06	2.9844934e-09
0.1992900	2.3550168e-06	2.3550168e-09
0.2028500	1.8292447e-06	1.8292447e-09
0.2064000	1.3959644e-06	1.3959644e-09
0.2099600	1.0417162e-06	1.0417162e-09
0.2135200	7.5793042e-07	7.5793042e-10
0.2170800	5.3570619e-07	5.3570619e-10
0.2206400	3.6704921e-07	3.6704921e-10
0.2241900	2.450639e-07	2.450639e-10
0.2277500	1.6262975e-07	1.6262975e-10
0.2313100	1.143644e-07	1.143644e-10
0.2348700	9.5077797e-08	9.5077797e-11
0.2384200	1.0007727e-07	1.0007727e-10
0.2419800	1.2524305e-07	1.2524305e-10
0.2455400       1.6688141e-07	1.6688141e-10
0.2491000	2.2168687e-07	2.2168687e-10
0.2526500	2.8652931e-07	2.8652931e-10
0.2562100	3.5918119e-07	3.5918119e-10
0.2597700	4.3718092e-07	4.3718092e-10
0.2633300	5.1851681e-07	5.1851681e-10
0.2668800	6.0119912e-07	6.0119912e-10
0.2704400	6.8417387e-07	6.8417387e-10
0.2740000	7.6589827e-07	7.6589827e-10
0.2775500	8.4503567e-07	8.4503567e-10
0.2811100	9.2109167e-07	9.2109167e-10
0.2846700	9.9305648e-07	9.9305648e-10
0.2917800	1.1221235e-06	1.1221235e-09
0.2989000	1.2289894e-06	1.2289894e-09
0.3060100	1.3114485e-06	1.3114485e-09
0.3131200	1.3691191e-06	1.3691191e-09
0.3202300	1.402515e-06	1.402515e-09
0.3273500	1.4129582e-06	1.4129582e-09
0.3344600	1.4023371e-06	1.4023371e-09
0.3415700	1.3730056e-06	1.3730056e-09
0.3486800	1.3275386e-06	1.3275386e-09
0.3557900	1.2686314e-06	1.2686314e-09
