243
7.1182E-03	1.0000E+00	2.0569E-03
7.8300E-03	9.1517E-01	1.8803E-03
8.5418E-03	8.8344E-01	1.7723E-03
9.2536E-03	8.8372E-01	1.7027E-03
9.9654E-03	8.7230E-01	1.6335E-03
1.0677E-02	8.6882E-01	1.5753E-03
1.1389E-02	8.5325E-01	1.5147E-03
1.2101E-02	8.5853E-01	1.4747E-03
1.2813E-02	8.4977E-01	1.4290E-03
1.3524E-02	8.4958E-01	1.3917E-03
1.4236E-02	8.4549E-01	1.3563E-03
1.4948E-02	8.4960E-01	1.3299E-03
1.5660E-02	8.3721E-01	1.2912E-03
1.6372E-02	8.4394E-01	1.2709E-03
1.7084E-02	8.3071E-01	1.2360E-03
1.7795E-02	8.3787E-01	1.2193E-03
1.8507E-02	8.2571E-01	1.1887E-03
1.9219E-02	8.3256E-01	1.1744E-03
1.9931E-02	8.2313E-01	1.1487E-03
2.0643E-02	8.2042E-01	1.1299E-03
2.1354E-02	7.6411E-01	1.0742E-03
2.2066E-02	6.4062E-01	9.7028E-04
2.2778E-02	4.5033E-01	8.0299E-04
2.3490E-02	2.8894E-01	6.3478E-04
2.4202E-02	1.8583E-01	5.0301E-04
2.4913E-02	1.3825E-01	4.2863E-04
2.5625E-02	1.0762E-01	3.7404E-04
2.6337E-02	8.7222E-02	3.3299E-04
2.7049E-02	7.1717E-02	2.9890E-04
2.7761E-02	5.9338E-02	2.6909E-04
2.8473E-02	5.0274E-02	7.7291E-05
2.9184E-02	4.3437E-02	7.4931E-05
2.9896E-02	3.7550E-02	6.9069E-05
3.0608E-02	3.2987E-02	6.4199E-05
3.1320E-02	2.8820E-02	5.9500E-05
3.2032E-02	2.5722E-02	5.5781E-05
3.2743E-02	2.2679E-02	5.1968E-05
3.3455E-02	2.0387E-02	4.8923E-05
3.4167E-02	1.8170E-02	4.5852E-05
3.4879E-02	1.6358E-02	4.3220E-05
3.5591E-02	1.4761E-02	4.0782E-05
3.6302E-02	1.3575E-02	3.8870E-05
3.7014E-02	1.2284E-02	3.6759E-05
3.7726E-02	1.1367E-02	3.5150E-05
3.8438E-02	1.0287E-02	3.3257E-05
3.9150E-02	9.4820E-03	3.1753E-05
3.9862E-02	8.7771E-03	3.0397E-05
4.0573E-02	8.1825E-03	2.9200E-05
4.1285E-02	7.4661E-03	2.7763E-05
4.1997E-02	6.9329E-03	2.6627E-05
4.2709E-02	6.2762E-03	2.5226E-05
4.3421E-02	5.8648E-03	2.4279E-05
4.4132E-02	5.4633E-03	2.3341E-05
4.4844E-02	5.0808E-03	2.2423E-05
4.5556E-02	4.7221E-03	2.1534E-05
4.6268E-02	4.4926E-03	2.0930E-05
4.6980E-02	4.1857E-03	2.0131E-05
4.7691E-02	3.9303E-03	1.9444E-05
4.8403E-02	3.6691E-03	1.8725E-05
4.9115E-02	3.5079E-03	1.8255E-05
4.9827E-02	3.2787E-03	1.7595E-05
5.0539E-02	3.1245E-03	1.7129E-05
5.1250E-02	2.9052E-03	1.6472E-05
5.1962E-02	2.8011E-03	1.6133E-05
5.2674E-02	2.6505E-03	1.5656E-05
5.3386E-02	2.4784E-03	1.5102E-05
5.4098E-02	2.3572E-03	1.4696E-05
5.4809E-02	2.2897E-03	1.4452E-05
5.5521E-02	2.1260E-03	1.3897E-05
5.6233E-02	2.0372E-03	1.3576E-05
5.6945E-02	1.9640E-03	4.2341E-06
5.7657E-02	1.9053E-03	4.4096E-06
5.8368E-02	1.7991E-03	4.2778E-06
5.9080E-02	1.7365E-03	4.1959E-06
5.9792E-02	1.6558E-03	4.0906E-06
6.0504E-02	1.5847E-03	3.9960E-06
6.1216E-02	1.5116E-03	3.8970E-06
6.1927E-02	1.4490E-03	3.8104E-06
6.2639E-02	1.3875E-03	3.7237E-06
6.3351E-02	1.3341E-03	3.6468E-06
6.4063E-02	1.2711E-03	3.5554E-06
6.4775E-02	1.2248E-03	3.4863E-06
6.5486E-02	1.1795E-03	3.4174E-06
6.6198E-02	1.1333E-03	3.3464E-06
6.6910E-02	1.0839E-03	3.2696E-06
6.7622E-02	1.0458E-03	3.2087E-06
6.8333E-02	9.9817E-04	3.1321E-06
6.9045E-02	9.6591E-04	3.0784E-06
6.9757E-02	9.2050E-04	3.0029E-06
